FlyerData[B2B_Discount_Percentage],FlyerData[B2B_Savings_Amount],FlyerData[Consumer_Discount_Percentage],FlyerData[Consumer_Savings_Amount],FlyerData[Deal_Badge],FlyerData[Deal_Rating],FlyerData[Price_Display],FlyerData[Savings_Display],FlyerData[Total_B2B_Savings],FlyerData[Avg_B2B_Discount],FlyerData[Avg_Savings_Per_Tire],FlyerData[Best_Deals_Count],FlyerData[Total_Items_Available],FlyerData[OnSale],FlyerData[Item],FlyerData[Model],FlyerData[SLP],FlyerData[Net],FlyerData[SalePrice],FlyerData[AvailableQuantity],FlyerData[Hot_Deals_Count],FlyerData[Brand_Logo_URL],FlyerData[Manufacturer],FlyerData[Size],FlyerData[StrippedSize],FlyerData[TypeDescription],FlyerData[IsWinterTire]
15,34,50,195,💵 ON SALE,2,$197 (reg $231),Save $34 per tire!,34,15,34,0,1,Yes,15508770000,PureContact LS,392,231,197,1,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,235/50R18,2355018,Passenger,False
22,40,55,179,⭐ GOOD DEAL,3,$145 (reg $185),Save $40 per tire!,40,22,40,0,1,Yes,15572660000,ExtremeContact DWS06 PLUS,324,185,145,1,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,205/55ZR16,2055516,Passenger,False
-2,-4,0,-187,,1,$187,,-4,-2,-4,0,1,Yes,110140628,ADVAN SPORT A/S+,0,183,187,1,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,215/45R18,2154518,Passenger,False
38,115,48,170,💰 GREAT DEAL,4,$188 (reg $303),Save $115 per tire!,115,38,115,1,1,Yes,34968,PREMIER LTX,358,303,188,1,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,235/70R16,2357016,Passenger,False
21,52,36,108,⭐ GOOD DEAL,3,$193 (reg $245),Save $52 per tire!,52,21,52,0,1,Yes,22058,PILOT SPORT A/S 4,301,245,193,1,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,225/50ZR18/XL,2255018,Passenger,False
27,74,47,177,⭐ GOOD DEAL,3,$198 (reg $272),Save $74 per tire!,74,27,74,0,1,Yes,2184973,AT51,375,272,198,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kumho_Tire_logo_%282023%29.svg/2560px-Kumho_Tire_logo_%282023%29.svg.png,KUMHO,LT265/70R16,2657016,ALL WEATHER LT,False
31,111,40,168,💰 GREAT DEAL,4,$250 (reg $361),Save $111 per tire!,111,31,111,1,1,Yes,42604,AGILIS CROSSCLIMATE,418,361,250,1,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,LT245/70R17/E,2457017,ALL WEATHER PASSENGER,False
21,102,0,-390,⭐ GOOD DEAL,3,$390 (reg $492),Save $102 per tire!,102,21,102,0,1,Yes,110116036,GEOLANDAR X-AT,0,492,390,1,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,35X12.50R20,35125020,Passenger,False
16,63,32,152,💵 ON SALE,2,$325 (reg $389),Save $63 per tire!,63,16,63,0,1,Yes,44488,PILOT SPORT A/S 4,477,389,325,1,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,275/35ZR19/XL,2753519,Passenger,False
18,42,37,114,💵 ON SALE,2,$195 (reg $237),Save $42 per tire!,42,18,42,0,1,Yes,1015251,K120,309,237,195,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,255/35ZR18,2553518,Performance,False
27,84,52,247,⭐ GOOD DEAL,3,$231 (reg $315),Save $84 per tire!,84,27,84,0,1,Yes,1020540,K127,478,315,231,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,235/40ZR19Y,2354019,Passenger,False
34,136,50,263,💰 GREAT DEAL,4,$261 (reg $397),Save $136 per tire!,136,34,136,1,1,Yes,1022615,K127,524,397,261,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,265/35R19W XL,2653519,Performance,False
12,21,0,-163,💵 ON SALE,2,$163 (reg $184),Save $21 per tire!,21,12,21,0,1,Yes,110132729,AVID ASCEND GT,0,184,163,1,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,235/60R17,2356017,Passenger,False
27,55,47,131,⭐ GOOD DEAL,3,$146 (reg $201),Save $55 per tire!,55,27,55,0,1,Yes,2208343,AT51,278,201,146,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kumho_Tire_logo_%282023%29.svg/2560px-Kumho_Tire_logo_%282023%29.svg.png,KUMHO,245/70R16,2457016,ALL WEATHER LT,False
17,81,31,178,💵 ON SALE,2,$400 (reg $480),Save $81 per tire!,81,17,81,0,1,Yes,00819,ALL TERRAIN TA KO2,578,480,400,1,0,https://upload.wikimedia.org/wikipedia/commons/a/ac/Logo_bfgoodrich.jpg,BFG,LT305/65R17/E,3056517,ALL WEATHER LT,False
33,87,44,143,💰 GREAT DEAL,4,$179 (reg $266),Save $87 per tire!,87,33,87,1,1,Yes,86885,G-FORCE COMP-2 A/S+,322,266,179,1,0,https://upload.wikimedia.org/wikipedia/commons/a/ac/Logo_bfgoodrich.jpg,BFG,235/50ZR18/XL,2355018,Passenger,False
9,20,40,139,,1,$207 (reg $228),Save $20 per tire!,20,9,20,0,1,Yes,1020207,RA33,346,228,207,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,235/55R19H,2355519,Passenger,False
6,18,38,177,,1,$285 (reg $304),Save $18 per tire!,18,6,18,0,1,Yes,1010505,H426,462,304,285,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,P255/50R20H,2555020,Passenger,False
22,28,41,69,⭐ GOOD DEAL,3,$98 (reg $126),Save $28 per tire!,28,22,28,0,1,Yes,1014436,W419,167,126,98,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,215/65R16  98T,215651698,Passenger - Winter,True
21,54,0,-203,⭐ GOOD DEAL,3,$203 (reg $257),Save $54 per tire!,54,21,54,0,1,Yes,110157001,GEOLANDAR X-CV,0,257,203,1,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,255/55R18,2555518,Passenger,False
21,43,40,109,⭐ GOOD DEAL,3,$162 (reg $204),Save $43 per tire!,43,21,43,0,1,Yes,1017056,W320A,271,204,162,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,235/65R17 XL 108V,2356517108,Passenger - Winter,True
24,56,36,98,⭐ GOOD DEAL,3,$175 (reg $231),Save $56 per tire!,56,24,56,0,1,Yes,96620,PREMIER LTX,273,231,175,1,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,225/70R16,2257016,Passenger,False
17,46,30,96,💵 ON SALE,2,$227 (reg $273),Save $46 per tire!,46,17,46,0,1,Yes,38379,PREMIER A/S (V/H),323,273,227,1,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,245/45R19,2454519,Passenger,False
33,624,63,2093,💰 GREAT DEAL,4,"$1,246 (reg $1,870)",Save $624 per tire!,624,33,624,1,1,Yes,K905242,R-1W,3339,1870,1246,1,0,https://www.atvstore.com.au/assets/webshop/cms/06/5406.png?1649739533,FORERUNNER,520/85R42 (20.8R42) TL,5208542(20842),Farm Tires,False
17,36,63,304,💵 ON SALE,2,$177 (reg $213),Save $36 per tire!,36,17,36,0,1,Yes,1015275,RA33,481,213,177,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,245/50R20 102V 4PR,24550201024,Light Truck,False
21,38,0,-140,⭐ GOOD DEAL,3,$140 (reg $178),Save $38 per tire!,38,21,38,0,1,Yes,110140614,ADVAN SPORT A/S+,0,178,140,1,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,215/45R17,2154517,Passenger,False
12,25,24,59,💵 ON SALE,2,$188 (reg $213),Save $25 per tire!,25,12,25,0,1,Yes,18563,Tiger Paw Touring A/S,247,213,188,1,0,https://lirp.cdn-website.com/f295dd4f/dms3rep/multi/opt/Uniroyal_Logo-640w.png,UNIROYAL,255/60R18,2556018,Passenger,False
0,0,31,98,,1,$218,,0,0,0,0,1,Yes,2020473,LD01,316,218,218,1,0,,Laufenn,LT245/75R17,2457517,Light Truck,False
12,24,24,56,💵 ON SALE,2,$177 (reg $201),Save $24 per tire!,24,12,24,0,1,Yes,68386,LAREDO CROSS COUNTRY TOURING,233,201,177,1,0,https://lirp.cdn-website.com/f295dd4f/dms3rep/multi/opt/Uniroyal_Logo-640w.png,UNIROYAL,265/70R16,2657016,Passenger,False
6,15,0,-220,,1,$220 (reg $236),Save $15 per tire!,15,6,15,0,1,Yes,110140653,ADVAN SPORT A/S+,0,236,220,1,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,245/45R19,2454519,Passenger,False
23,53,49,173,⭐ GOOD DEAL,3,$179 (reg $232),Save $53 per tire!,53,23,53,0,1,Yes,1015053,RA33,352,232,179,1,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,235/55R19V,2355519,Passenger,False
27,144,40,267,⭐ GOOD DEAL,3,$394 (reg $539),Save $144 per tire!,144,27,144,0,1,Yes,26959,PRIMACY 3 ZP (Z),661,539,394,1,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,245/40R19/XL,2454019,Passenger,False
0,0,0,-156,,1,$156,Save $0 per tire!,0,0,0,0,1,Yes,110132716,AVID ASCEND GT,0,157,156,1,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,215/60R16,2156016,Passenger,False
2,7,18,60,,1,$280 (reg $288),Save $7 per tire!,7,2,7,0,1,Yes,77474,ADVANTAGE T/A SPORT LT,340,288,280,1,0,https://upload.wikimedia.org/wikipedia/commons/a/ac/Logo_bfgoodrich.jpg,BFG,245/55R19,2455519,ALL WEATHER PASSENGER,False
32,128,42,202,💰 GREAT DEAL,4,$277 (reg $405),Save $128 per tire!,128,32,128,1,1,Yes,17591,PREMIER LTX,479,405,277,1,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,265/40R22/XL,2654022,Passenger,False
33,189,46,318,💰 GREAT DEAL,4,$377 (reg $566),Save $189 per tire!,758,33,189,1,1,Yes,87416,PILOT SPORT 3,695,566,377,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,245/35R20/XL,2453520,Performance,False
4,11,0,-285,,1,$285 (reg $295),Save $11 per tire!,42,4,11,0,1,Yes,110140669,ADVAN SPORT A/S+,0,295,285,4,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,275/35R20,2753520,Passenger,False
-1,-2,0,-298,,1,$298,,-9,-1,-2,0,1,Yes,110140658,ADVAN SPORT A/S+,0,295,298,4,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,275/35R19,2753519,Passenger,False
10,35,24,97,💵 ON SALE,2,$308 (reg $343),Save $35 per tire!,139,10,35,0,1,Yes,45965,CROSSCLIMATE SUV HV,405,343,308,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,265/50R19/XL,2655019,ALL WEATHER PASSENGER,False
33,144,45,243,💰 GREAT DEAL,4,$294 (reg $438),Save $144 per tire!,574,33,144,1,1,Yes,61143,LTX A/T 2,537,438,294,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,LT285/70R17/E,2857017,Light Truck,False
28,127,0,-335,⭐ GOOD DEAL,3,$335 (reg $462),Save $127 per tire!,509,28,127,0,1,Yes,110116035,GEOLANDAR X-AT,0,462,335,4,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,33X12.50R20,33125020,Passenger,False
37,51,0,-88,💰 GREAT DEAL,4,$88 (reg $140),Save $51 per tire!,205,37,51,1,1,Yes,X45395,RTX Steel Wheel Grey,0,140,88,4,0,https://rtxwheels.com/cdn/shop/files/logo.png?height=628&pad_color=ffffff&v=1680068013&width=1200,RTX,16x7 5x135,1675135,Wheels - Steel,False
18,64,42,207,💵 ON SALE,2,$282 (reg $346),Save $64 per tire!,255,18,64,0,1,Yes,2262543,MT71,489,346,282,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kumho_Tire_logo_%282023%29.svg/2560px-Kumho_Tire_logo_%282023%29.svg.png,KUMHO,LT35X12.50R18,35125018,Light Truck,False
16,63,31,154,💵 ON SALE,2,$340 (reg $403),Save $63 per tire!,252,16,63,0,1,Yes,53738,PRIMACY MXM4,494,403,340,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,245/50R18,2455018,Passenger,False
18,35,53,183,💵 ON SALE,2,$162 (reg $197),Save $35 per tire!,138,18,35,0,1,Yes,15571320000,CrossContact LX25,345,197,162,4,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,225/55R17,2255517,Passenger,False
13,31,0,-203,💵 ON SALE,2,$203 (reg $234),Save $31 per tire!,125,13,31,0,1,Yes,110101625,Geolandar A/T G015,0,234,203,4,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,31X10.50R15,31105015,ALL WEATHER PASSENGER,False
30,98,41,157,💰 GREAT DEAL,4,$228 (reg $326),Save $98 per tire!,391,30,98,1,1,Yes,86518,PREMIER LTX,385,326,228,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,265/65R17,2656517,Passenger,False
15,109,52,681,💵 ON SALE,2,$620 (reg $729),Save $109 per tire!,435,15,109,0,1,Yes,K711201,QH601,1301,729,620,4,0,https://www.atvstore.com.au/assets/webshop/cms/06/5406.png?1649739533,FORERUNNER,16.9-24,16924,O.T.R.,False
27,168,40,310,⭐ GOOD DEAL,3,$459 (reg $627),Save $168 per tire!,671,27,168,0,1,Yes,25771,LATITUDE SPORT 3 ZP,769,627,459,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,245/45R20/XL,2454520,Passenger,False
47,81,65,175,🔥 HUGE SAVINGS,5,$93 (reg $174),Save $81 per tire!,326,47,81,1,1,Yes,082195,SILVER FROST,268,174,93,4,1,https://rtxwheels.com/cdn/shop/files/logo.png?height=628&pad_color=ffffff&v=1680068013&width=1200,RTX,17x7 5on100 35P CB54.1,177510035541,Wheels - Alloy/Aluminum,False
19,104,34,227,💵 ON SALE,2,$440 (reg $544),Save $104 per tire!,414,19,104,0,1,Yes,08033,LATITUDE SPORT 3,667,544,440,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,275/40R20/XL,2754020,Passenger,False
14,52,30,137,💵 ON SALE,2,$323 (reg $375),Save $52 per tire!,208,14,52,0,1,Yes,09597,LATITUDE TOUR HP,460,375,323,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,255/55R18/XL,2555518,Passenger,False
9,39,40,255,,1,$384 (reg $423),Save $39 per tire!,155,9,39,0,1,Yes,2021393,RC10,639,423,384,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,LT305/55R20,3055520,ALL WEATHER LT,False
16,22,52,132,💵 ON SALE,2,$122 (reg $145),Save $22 per tire!,90,16,22,0,1,Yes,15481540000,ContiProContact,254,145,122,4,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,P195/55R16,1955516,Performance,False
3,9,43,182,,1,$242 (reg $250),Save $9 per tire!,34,3,9,0,1,Yes,15508820000,PureContact LS,424,250,242,4,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,245/45R18,2454518,Passenger,False
12,29,50,219,💵 ON SALE,2,$223 (reg $252),Save $29 per tire!,118,12,29,0,1,Yes,03592230000,CrossContact RX,442,252,223,4,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,235/65R17,2356517,Passenger,False
6,21,24,95,,1,$306 (reg $327),Save $21 per tire!,82,6,21,0,1,Yes,12040,PILOT SPORT A/S 4,401,327,306,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,255/35ZR20/XL,2553520,Passenger,False
9,23,40,156,,1,$232 (reg $255),Save $23 per tire!,94,9,23,0,1,Yes,1015152,H452B,388,255,232,4,0,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Hankook_Logo_2024.svg/2560px-Hankook_Logo_2024.svg.png,HANKOOK,245/45R18H,2454518,Passenger,False
11,38,28,116,💵 ON SALE,2,$303 (reg $341),Save $38 per tire!,153,11,38,0,1,Yes,11860,PRIMACY MXM4,419,341,303,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,225/50R17,2255017,Passenger,False
21,126,34,232,⭐ GOOD DEAL,3,$461 (reg $586),Save $126 per tire!,503,21,126,0,1,Yes,31007,CROSSCLIMATE2 A/W CUV,693,586,461,4,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,245/45R21/XL,2454521,ALL WEATHER PASSENGER,False
13,51,50,350,💵 ON SALE,2,$345 (reg $396),Save $51 per tire!,206,13,51,0,1,Yes,03580470000,ProContact RX,695,396,345,4,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,275/35R19,2753519,Passenger,False
9,24,0,-237,,1,$237 (reg $261),Save $24 per tire!,95,9,24,0,1,Yes,110170164,ADVAN FLEVA,0,261,237,4,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,225/35R19,2253519,Performance,False
11,25,49,205,💵 ON SALE,2,$213 (reg $238),Save $25 per tire!,101,11,25,0,1,Yes,15573000000,ExtremeContact DWS06 PLUS,418,238,213,4,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,245/40ZR18,2454018,Passenger,False
4,11,0,-270,,1,$270 (reg $281),Save $11 per tire!,43,4,11,0,1,Yes,110140651,ADVAN SPORT A/S+,0,281,270,4,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,245/35R19,2453519,Passenger,False
1,1,0,-185,,1,$185 (reg $186),Save $1 per tire!,4,1,1,0,1,Yes,110140620,ADVAN SPORT A/S+,0,186,185,4,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,235/45R17,2354517,Passenger,False
9,25,0,-261,,1,$261 (reg $286),Save $25 per tire!,51,9,25,0,1,Yes,110116002,GEOLANDAR X-AT,0,286,261,2,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,LT265/75R16,2657516,Light Truck,False
21,67,36,138,⭐ GOOD DEAL,3,$248 (reg $315),Save $67 per tire!,134,21,67,0,1,Yes,09923,PRIMACY LTX,386,315,248,2,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,265/65R17,2656517,Passenger,False
16,41,52,238,💵 ON SALE,2,$222 (reg $262),Save $41 per tire!,82,16,41,0,1,Yes,15494430000,ContiProContact,460,262,222,2,0,https://1000logos.net/wp-content/uploads/2022/11/Continental-Logo.png,CONTINENTAL,235/50R18,2355018,Performance,False
4,13,17,60,,1,$281 (reg $295),Save $13 per tire!,26,4,13,0,1,Yes,19460,CROSSCLIMATE2 A/W,341,295,281,2,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,235/55R18,2355518,ALL WEATHER PASSENGER,False
24,143,38,279,⭐ GOOD DEAL,3,$458 (reg $601),Save $143 per tire!,286,24,143,0,1,Yes,02987,PILOT SPORT 4 S,737,601,458,2,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,265/40ZR21/XL,2654021,Performance,False
17,78,32,186,💵 ON SALE,2,$396 (reg $474),Save $78 per tire!,157,17,78,0,1,Yes,14056,PILOT SPORT 4 S (ZP),582,474,396,2,0,https://michelinmedia.com/site/user/images/Michelin_Corporate_Logo___color.jpg,MICHELIN,225/35ZR20/XL,2253520,Performance,False
-2,-4,0,-209,,1,$209,,-9,-2,-4,0,1,Yes,110140634,ADVAN SPORT A/S+,0,205,209,2,0,https://cdn.worldvectorlogo.com/logos/yokohama-logo.svg,Yokohama,235/50R18,2355018,Passenger,False
20,30,42,86,⭐ GOOD DEAL,3,$118 (reg $148),Save $30 per tire!,59,20,30,0,1,Yes,2169693,TA71,204,148,118,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kumho_Tire_logo_%282023%29.svg/2560px-Kumho_Tire_logo_%282023%29.svg.png,KUMHO,235/45ZR17,2354517,Passenger,False
2,8,31,162,,1,$365 (reg $372),Save $8 per tire!,15,2,8,0,1,Yes,2290053,AT52,526,372,365,2,0,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Kumho_Tire_logo_%282023%29.svg/2560px-Kumho_Tire_logo_%282023%29.svg.png,KUMHO,LT285/55R20,2855520,ALL WEATHER LT,False
